age,work-class,education,education-num,marital-status,occupation,relationship,race,sex,capitical-gain,capital-loss,hours-per-week,native-country,income
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,2597,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,2559,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,4101,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,3325,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,1602,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Other,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,2174,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,4787,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,2231,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,99999,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,4650,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,2463,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,4650,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,8614,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,1974,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,2174,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,594,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Amer-Indian-Eskimo,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,7978,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,1980,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,1848,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,1564,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,1408,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,4101,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,594,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,2001,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Black,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,2444,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,10520,0,0-80,Any,>50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,2174,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,White,Any,0,0,0-80,Any,<=50K
0-80,Any,Higher education,8-12,Spouse not present,Other,Not-in-family,Asian-Pac-Islander,Any,0,0,0-80,Any,<=50K
